"Data","Conta","A"
"2018-10-17",1105.00,39
"2018-10-17",1023.00,56
"2018-10-17",945.00,35
"2018-10-17",566.00,4
"2018-10-17",561.00,2
"2018-10-17",522.00,70
"2018-10-17",459.00,17
"2018-10-17",438.00,23
"2018-10-17",313.00,1
"2018-10-17",298.00,40
"2018-10-17",291.00,60
"2018-10-17",274.00,79
"2018-10-17",271.00,14
"2018-10-17",225.00,21
"2018-10-17",221.00,5
"2018-10-17",213.00,30
"2018-10-17",202.00,78
"2018-10-17",179.00,12
"2018-10-17",155.00,15
"2018-10-17",145.00,19
"2018-10-17",143.00,3
"2018-10-17",137.00,81
"2018-10-17",105.00,16
"2018-10-17",99.00,67
"2018-10-17",96.00,13
"2018-10-17",81.00,54
"2018-10-17",78.00,6
"2018-10-17",77.00,80
"2018-10-17",75.00,22
"2018-10-17",66.00,18
"2018-10-17",59.00,77
"2018-10-17",51.00,68
"2018-10-17",27.00,72
"2018-10-17",23.00,44
"2018-10-17",19.00,73
"2018-10-17",16.00,76
"2018-10-17",14.00,45
"2018-10-17",6.00,37
"2018-10-17",5.00,52
"2018-10-17",2.00,71
"2018-10-18",1676.00,26
"2018-10-18",1458.00,9
"2018-10-18",1097.00,25
"2018-10-18",589.00,38
"2018-10-18",471.00,62
"2018-10-18",467.00,35
"2018-10-18",430.00,39
"2018-10-18",406.00,56
"2018-10-18",298.00,23
"2018-10-18",232.00,17
"2018-10-18",228.00,52
"2018-10-18",225.00,2
"2018-10-18",181.00,70
"2018-10-18",171.00,60
"2018-10-18",168.00,4
"2018-10-18",119.00,40
"2018-10-18",119.00,14
"2018-10-18",99.00,1
"2018-10-18",97.00,30
"2018-10-18",86.00,5
"2018-10-18",70.00,6
"2018-10-18",67.00,21
"2018-10-18",49.00,81
"2018-10-18",43.00,12
"2018-10-18",38.00,15
"2018-10-18",38.00,54
"2018-10-18",34.00,19
"2018-10-18",33.00,18
"2018-10-18",32.00,3
"2018-10-18",30.00,78
"2018-10-18",27.00,16
"2018-10-18",26.00,67
"2018-10-18",25.00,13
"2018-10-18",23.00,80
"2018-10-18",23.00,79
"2018-10-18",21.00,22
"2018-10-18",17.00,68
"2018-10-18",15.00,77
"2018-10-18",11.00,45
"2018-10-18",6.00,73
"2018-10-18",6.00,37
"2018-10-18",5.00,72
"2018-10-18",4.00,76
"2018-10-18",3.00,71
"2018-10-18",3.00,44
"2018-10-19",1561.00,26
"2018-10-19",1383.00,9
"2018-10-19",1029.00,25
"2018-10-19",558.00,38
"2018-10-19",468.00,62
"2018-10-19",437.00,35
"2018-10-19",407.00,39
"2018-10-19",372.00,56
"2018-10-19",281.00,23
"2018-10-19",221.00,2
"2018-10-19",213.00,52
"2018-10-19",213.00,17
"2018-10-19",169.00,70
"2018-10-19",161.00,60
"2018-10-19",157.00,4
"2018-10-19",114.00,40
"2018-10-19",113.00,14
"2018-10-19",97.00,1
"2018-10-19",91.00,30
"2018-10-19",82.00,5
"2018-10-19",70.00,6
"2018-10-19",65.00,21
"2018-10-19",51.00,81
"2018-10-19",40.00,54
"2018-10-19",39.00,12
"2018-10-19",39.00,15
"2018-10-19",35.00,3
"2018-10-19",34.00,19
"2018-10-19",33.00,18
"2018-10-19",31.00,78
"2018-10-19",29.00,67
"2018-10-19",28.00,16
"2018-10-19",25.00,79
"2018-10-19",23.00,13
"2018-10-19",21.00,80
"2018-10-19",21.00,22
"2018-10-19",18.00,68
"2018-10-19",10.00,45
"2018-10-19",10.00,77
"2018-10-19",7.00,73
"2018-10-19",5.00,37
"2018-10-19",4.00,72
"2018-10-19",3.00,44
"2018-10-19",3.00,71
"2018-10-19",2.00,76
"2018-10-20",598.00,38
"2018-10-20",533.00,26
"2018-10-20",468.00,9
"2018-10-20",318.00,56
"2018-10-20",281.00,52
"2018-10-20",259.00,35
"2018-10-20",220.00,62
"2018-10-20",200.00,39
"2018-10-20",181.00,1
"2018-10-20",174.00,25
"2018-10-20",158.00,4
"2018-10-20",145.00,70
"2018-10-20",89.00,17
"2018-10-20",81.00,23
"2018-10-20",63.00,2
"2018-10-20",50.00,54
"2018-10-20",42.00,60
"2018-10-20",40.00,21
"2018-10-20",32.00,6
"2018-10-20",31.00,79
"2018-10-20",28.00,78
"2018-10-20",24.00,19
"2018-10-20",23.00,12
"2018-10-20",23.00,30
"2018-10-20",22.00,14
"2018-10-20",21.00,81
"2018-10-20",17.00,44
"2018-10-20",13.00,3
"2018-10-20",12.00,22
"2018-10-20",9.00,68
"2018-10-20",8.00,67
"2018-10-20",7.00,80
"2018-10-20",4.00,73
"2018-10-20",4.00,77
"2018-10-20",4.00,40
"2018-10-20",3.00,5
"2018-10-20",2.00,18
"2018-10-20",2.00,45
"2018-10-20",1.00,15
"2018-10-20",1.00,13
"2018-10-21",559.00,52
"2018-10-21",537.00,38
"2018-10-21",407.00,9
"2018-10-21",305.00,35
"2018-10-21",274.00,56
"2018-10-21",224.00,39
"2018-10-21",223.00,26
"2018-10-21",216.00,4
"2018-10-21",193.00,62
"2018-10-21",156.00,25
"2018-10-21",132.00,70
"2018-10-21",127.00,1
"2018-10-21",95.00,79
"2018-10-21",87.00,17
"2018-10-21",59.00,78
"2018-10-21",52.00,23
"2018-10-21",50.00,54
"2018-10-21",43.00,30
"2018-10-21",43.00,2
"2018-10-21",33.00,21
"2018-10-21",33.00,14
"2018-10-21",31.00,6
"2018-10-21",28.00,44
"2018-10-21",19.00,67
"2018-10-21",16.00,19
"2018-10-21",14.00,60
"2018-10-21",12.00,3
"2018-10-21",7.00,80
"2018-10-21",7.00,22
"2018-10-21",3.00,73
"2018-10-21",2.00,13
"2018-10-21",2.00,77
"2018-10-21",1.00,18
"2018-10-21",1.00,68
"2018-10-21",1.00,16
"2018-10-21",1.00,15
"2018-10-21",1.00,12
"2018-10-21",1.00,81
"2018-10-22",1806.00,26
"2018-10-22",1526.00,9
"2018-10-22",1120.00,25
"2018-10-22",621.00,38
"2018-10-22",495.00,62
"2018-10-22",492.00,35
"2018-10-22",482.00,39
"2018-10-22",417.00,56
"2018-10-22",316.00,23
"2018-10-22",246.00,17
"2018-10-22",243.00,52
"2018-10-22",235.00,2
"2018-10-22",186.00,70
"2018-10-22",184.00,60
"2018-10-22",175.00,4
"2018-10-22",130.00,14
"2018-10-22",127.00,40
"2018-10-22",106.00,1
"2018-10-22",98.00,30
"2018-10-22",96.00,5
"2018-10-22",78.00,6
"2018-10-22",73.00,21
"2018-10-22",55.00,81
"2018-10-22",47.00,54
"2018-10-22",44.00,15
"2018-10-22",41.00,3
"2018-10-22",39.00,12
"2018-10-22",38.00,19
"2018-10-22",36.00,18
"2018-10-22",34.00,78
"2018-10-22",33.00,67
"2018-10-22",30.00,13
"2018-10-22",28.00,16
"2018-10-22",27.00,79
"2018-10-22",24.00,80
"2018-10-22",22.00,22
"2018-10-22",18.00,68
"2018-10-22",12.00,77
"2018-10-22",10.00,45
"2018-10-22",8.00,73
"2018-10-22",5.00,37
"2018-10-22",4.00,72
"2018-10-22",3.00,44
"2018-10-22",2.00,71
"2018-10-22",1.00,76
"2018-10-23",3249.00,9
"2018-10-23",3149.00,26
"2018-10-23",2635.00,25
"2018-10-23",1206.00,38
"2018-10-23",1155.00,62
"2018-10-23",1118.00,39
"2018-10-23",1022.00,56
"2018-10-23",967.00,35
"2018-10-23",591.00,2
"2018-10-23",578.00,4
"2018-10-23",552.00,70
"2018-10-23",476.00,17
"2018-10-23",446.00,23
"2018-10-23",315.00,1
"2018-10-23",300.00,40
"2018-10-23",278.00,60
"2018-10-23",267.00,14
"2018-10-23",253.00,79
"2018-10-23",225.00,21
"2018-10-23",223.00,5
"2018-10-23",209.00,30
"2018-10-23",201.00,78
"2018-10-23",178.00,12
"2018-10-23",163.00,15
"2018-10-23",143.00,19
"2018-10-23",141.00,3
"2018-10-23",139.00,81
"2018-10-23",101.00,16
"2018-10-23",98.00,13
"2018-10-23",94.00,67
"2018-10-23",84.00,54
"2018-10-23",79.00,80
"2018-10-23",79.00,6
"2018-10-23",78.00,22
"2018-10-23",68.00,18
"2018-10-23",62.00,77
"2018-10-23",51.00,68
"2018-10-23",28.00,72
"2018-10-23",24.00,44
"2018-10-23",20.00,73
"2018-10-23",13.00,76
"2018-10-23",12.00,45
"2018-10-23",6.00,52
"2018-10-23",6.00,37
"2018-10-23",1.00,71
"2018-10-24",3267.00,9
"2018-10-24",3023.00,26
"2018-10-24",2593.00,25
"2018-10-24",1190.00,38
"2018-10-24",1118.00,39
"2018-10-24",1117.00,62
"2018-10-24",1003.00,56
"2018-10-24",954.00,35
"2018-10-24",556.00,2
"2018-10-24",554.00,4
"2018-10-24",554.00,70
"2018-10-24",464.00,17
"2018-10-24",440.00,23
"2018-10-24",313.00,1
"2018-10-24",299.00,40
"2018-10-24",288.00,60
"2018-10-24",274.00,14
"2018-10-24",264.00,79
"2018-10-24",222.00,21
"2018-10-24",213.00,5
"2018-10-24",208.00,30
"2018-10-24",200.00,78
"2018-10-24",184.00,12
"2018-10-24",155.00,15
"2018-10-24",147.00,19
"2018-10-24",140.00,3
"2018-10-24",128.00,81
"2018-10-24",100.00,67
"2018-10-24",96.00,16
"2018-10-24",96.00,13
"2018-10-24",88.00,54
"2018-10-24",81.00,22
"2018-10-24",78.00,6
"2018-10-24",77.00,80
"2018-10-24",68.00,18
"2018-10-24",58.00,77
"2018-10-24",53.00,68
"2018-10-24",27.00,72
"2018-10-24",25.00,44
"2018-10-24",18.00,73
"2018-10-24",15.00,45
"2018-10-24",9.00,76
"2018-10-24",6.00,37
"2018-10-24",5.00,52
"2018-10-24",2.00,71
"2018-10-25",1665.00,26
"2018-10-25",1485.00,9
"2018-10-25",1076.00,25
"2018-10-25",588.00,38
"2018-10-25",472.00,62
"2018-10-25",466.00,35
"2018-10-25",451.00,39
"2018-10-25",410.00,56
"2018-10-25",299.00,23
"2018-10-25",232.00,52
"2018-10-25",231.00,17
"2018-10-25",225.00,2
"2018-10-25",174.00,60
"2018-10-25",169.00,4
"2018-10-25",167.00,70
"2018-10-25",126.00,14
"2018-10-25",120.00,40
"2018-10-25",97.00,1
"2018-10-25",96.00,30
"2018-10-25",89.00,5
"2018-10-25",71.00,6
"2018-10-25",67.00,21
"2018-10-25",48.00,81
"2018-10-25",40.00,54
"2018-10-25",39.00,15
"2018-10-25",38.00,12
"2018-10-25",37.00,19
"2018-10-25",34.00,3
"2018-10-25",31.00,18
"2018-10-25",29.00,78
"2018-10-25",29.00,13
"2018-10-25",28.00,67
"2018-10-25",27.00,16
"2018-10-25",26.00,79
"2018-10-25",22.00,80
"2018-10-25",19.00,68
"2018-10-25",18.00,77
"2018-10-25",18.00,22
"2018-10-25",9.00,45
"2018-10-25",8.00,73
"2018-10-25",4.00,72
"2018-10-25",3.00,71
"2018-10-25",3.00,37
"2018-10-25",2.00,44
"2018-10-25",1.00,76
"2018-10-26",1520.00,26
"2018-10-26",1394.00,9
"2018-10-26",1027.00,25
"2018-10-26",562.00,38
"2018-10-26",441.00,62
"2018-10-26",436.00,35
"2018-10-26",417.00,39
"2018-10-26",386.00,56
"2018-10-26",288.00,23
"2018-10-26",221.00,17
"2018-10-26",214.00,52
"2018-10-26",211.00,2
"2018-10-26",164.00,70
"2018-10-26",163.00,60
"2018-10-26",153.00,4
"2018-10-26",116.00,40
"2018-10-26",114.00,14
"2018-10-26",97.00,1
"2018-10-26",95.00,30
"2018-10-26",85.00,5
"2018-10-26",67.00,21
"2018-10-26",66.00,6
"2018-10-26",47.00,81
"2018-10-26",42.00,54
"2018-10-26",39.00,12
"2018-10-26",37.00,15
"2018-10-26",35.00,19
"2018-10-26",35.00,18
"2018-10-26",31.00,3
"2018-10-26",30.00,78
"2018-10-26",29.00,67
"2018-10-26",26.00,13
"2018-10-26",26.00,16
"2018-10-26",24.00,79
"2018-10-26",23.00,80
"2018-10-26",16.00,68
"2018-10-26",16.00,22
"2018-10-26",15.00,77
"2018-10-26",14.00,45
"2018-10-26",7.00,73
"2018-10-26",4.00,37
"2018-10-26",3.00,76
"2018-10-26",3.00,44
"2018-10-26",3.00,72
"2018-10-26",3.00,71
"2018-10-27",604.00,38
"2018-10-27",510.00,26
"2018-10-27",459.00,9
"2018-10-27",318.00,56
"2018-10-27",291.00,52
"2018-10-27",271.00,35
"2018-10-27",219.00,62
"2018-10-27",208.00,39
"2018-10-27",181.00,25
"2018-10-27",173.00,1
"2018-10-27",152.00,4
"2018-10-27",142.00,70
"2018-10-27",92.00,17
"2018-10-27",78.00,23
"2018-10-27",63.00,2
"2018-10-27",49.00,54
"2018-10-27",41.00,21
"2018-10-27",40.00,60
"2018-10-27",33.00,78
"2018-10-27",32.00,79
"2018-10-27",31.00,6
"2018-10-27",25.00,30
"2018-10-27",24.00,12
"2018-10-27",23.00,14
"2018-10-27",22.00,19
"2018-10-27",20.00,81
"2018-10-27",18.00,44
"2018-10-27",14.00,3
"2018-10-27",10.00,22
"2018-10-27",6.00,40
"2018-10-27",6.00,80
"2018-10-27",6.00,68
"2018-10-27",6.00,67
"2018-10-27",4.00,77
"2018-10-27",4.00,73
"2018-10-27",3.00,45
"2018-10-27",2.00,16
"2018-10-27",2.00,13
"2018-10-27",2.00,5
"2018-10-27",1.00,37
"2018-10-27",1.00,18
"2018-10-27",1.00,76
"2018-10-28",558.00,52
"2018-10-28",553.00,38
"2018-10-28",405.00,9
"2018-10-28",303.00,35
"2018-10-28",278.00,56
"2018-10-28",225.00,26
"2018-10-28",215.00,39
"2018-10-28",211.00,4
"2018-10-28",201.00,62
"2018-10-28",156.00,25
"2018-10-28",132.00,70
"2018-10-28",132.00,1
"2018-10-28",101.00,79
"2018-10-28",84.00,17
"2018-10-28",57.00,78
"2018-10-28",51.00,54
"2018-10-28",49.00,23
"2018-10-28",43.00,30
"2018-10-28",39.00,2
"2018-10-28",38.00,6
"2018-10-28",32.00,21
"2018-10-28",28.00,14
"2018-10-28",28.00,44
"2018-10-28",18.00,67
"2018-10-28",17.00,19
"2018-10-28",11.00,60
"2018-10-28",10.00,3
"2018-10-28",6.00,22
"2018-10-28",6.00,80
"2018-10-28",5.00,73
"2018-10-28",2.00,18
"2018-10-28",2.00,13
"2018-10-28",2.00,81
"2018-10-28",2.00,68
"2018-10-28",1.00,40
"2018-10-28",1.00,12
"2018-10-28",1.00,45
"2018-10-28",1.00,77
"2018-10-29",732.00,26
"2018-10-29",583.00,9
"2018-10-29",461.00,25
"2018-10-29",222.00,38
"2018-10-29",193.00,62
"2018-10-29",179.00,39
"2018-10-29",179.00,35
"2018-10-29",170.00,56
"2018-10-29",124.00,23
"2018-10-29",99.00,17
"2018-10-29",88.00,2
"2018-10-29",86.00,52
"2018-10-29",69.00,70
"2018-10-29",64.00,60
"2018-10-29",62.00,4
"2018-10-29",47.00,14
"2018-10-29",45.00,40
"2018-10-29",34.00,5
"2018-10-29",34.00,1
"2018-10-29",33.00,30
"2018-10-29",26.00,6
"2018-10-29",22.00,21
"2018-10-29",17.00,81
"2018-10-29",14.00,15
"2018-10-29",12.00,18
"2018-10-29",12.00,12
"2018-10-29",11.00,78
"2018-10-29",11.00,54
"2018-10-29",10.00,3
"2018-10-29",10.00,19
"2018-10-29",9.00,16
"2018-10-29",9.00,79
"2018-10-29",8.00,13
"2018-10-29",7.00,67
"2018-10-29",6.00,22
"2018-10-29",5.00,80
"2018-10-29",2.00,77
"2018-10-29",2.00,68
"2018-10-29",1.00,71
"2018-10-29",1.00,72
"2018-10-29",1.00,45
"2018-10-30",1292.00,9
"2018-10-30",1278.00,26
"2018-10-30",1086.00,25
"2018-10-30",445.00,62
"2018-10-30",445.00,39
"2018-10-30",442.00,38
"2018-10-30",391.00,56
"2018-10-30",389.00,35
"2018-10-30",237.00,4
"2018-10-30",230.00,2
"2018-10-30",203.00,70
"2018-10-30",196.00,17
"2018-10-30",186.00,23
"2018-10-30",124.00,1
"2018-10-30",117.00,60
"2018-10-30",110.00,40
"2018-10-30",105.00,14
"2018-10-30",94.00,79
"2018-10-30",88.00,5
"2018-10-30",83.00,21
"2018-10-30",81.00,30
"2018-10-30",72.00,78
"2018-10-30",67.00,12
"2018-10-30",60.00,15
"2018-10-30",54.00,19
"2018-10-30",52.00,3
"2018-10-30",45.00,81
"2018-10-30",38.00,16
"2018-10-30",31.00,67
"2018-10-30",30.00,13
"2018-10-30",29.00,54
"2018-10-30",28.00,80
"2018-10-30",25.00,22
"2018-10-30",25.00,6
"2018-10-30",23.00,18
"2018-10-30",18.00,68
"2018-10-30",17.00,77
"2018-10-30",9.00,72
"2018-10-30",6.00,44
"2018-10-30",3.00,73
"2018-10-30",2.00,45
"2018-10-30",1.00,52
"2018-10-30",1.00,76
"2018-10-31",1347.00,9
"2018-10-31",1170.00,26
"2018-10-31",958.00,25
"2018-10-31",472.00,38
"2018-10-31",440.00,62
"2018-10-31",428.00,56
"2018-10-31",415.00,39
"2018-10-31",371.00,35
"2018-10-31",223.00,4
"2018-10-31",213.00,2
"2018-10-31",209.00,70
"2018-10-31",175.00,23
"2018-10-31",154.00,17
"2018-10-31",131.00,1
"2018-10-31",113.00,40
"2018-10-31",112.00,60
"2018-10-31",101.00,5
"2018-10-31",98.00,14
"2018-10-31",90.00,79
"2018-10-31",83.00,78
"2018-10-31",83.00,21
"2018-10-31",73.00,30
"2018-10-31",62.00,15
"2018-10-31",61.00,12
"2018-10-31",56.00,81
"2018-10-31",53.00,19
"2018-10-31",49.00,3
"2018-10-31",37.00,13
"2018-10-31",36.00,16
"2018-10-31",33.00,67
"2018-10-31",27.00,80
"2018-10-31",25.00,54
"2018-10-31",25.00,6
"2018-10-31",23.00,22
"2018-10-31",21.00,18
"2018-10-31",17.00,77
"2018-10-31",15.00,68
"2018-10-31",9.00,72
"2018-10-31",4.00,44
"2018-10-31",2.00,73
"2018-10-31",2.00,45
"2018-10-31",1.00,52
"2018-10-31",1.00,76
"2018-11-01",655.00,26
"2018-11-01",572.00,9
"2018-11-01",462.00,25
"2018-11-01",232.00,38
"2018-11-01",186.00,35
"2018-11-01",175.00,39
"2018-11-01",173.00,62
"2018-11-01",145.00,56
"2018-11-01",110.00,23
"2018-11-01",90.00,52
"2018-11-01",85.00,2
"2018-11-01",84.00,17
"2018-11-01",69.00,70
"2018-11-01",60.00,60
"2018-11-01",59.00,4
"2018-11-01",47.00,40
"2018-11-01",47.00,14
"2018-11-01",36.00,30
"2018-11-01",30.00,1
"2018-11-01",29.00,5
"2018-11-01",22.00,6
"2018-11-01",22.00,21
"2018-11-01",15.00,81
"2018-11-01",13.00,15
"2018-11-01",11.00,12
"2018-11-01",10.00,3
"2018-11-01",10.00,18
"2018-11-01",9.00,13
"2018-11-01",9.00,78
"2018-11-01",9.00,54
"2018-11-01",9.00,19
"2018-11-01",7.00,16
"2018-11-01",7.00,22
"2018-11-01",7.00,67
"2018-11-01",6.00,79
"2018-11-01",5.00,80
"2018-11-01",3.00,77
"2018-11-01",2.00,68
"2018-11-01",1.00,71
"2018-11-01",1.00,72
"2018-11-02",624.00,26
"2018-11-02",522.00,9
"2018-11-02",417.00,25
"2018-11-02",210.00,38
"2018-11-02",178.00,35
"2018-11-02",168.00,62
"2018-11-02",155.00,39
"2018-11-02",149.00,56
"2018-11-02",109.00,23
"2018-11-02",81.00,52
"2018-11-02",76.00,17
"2018-11-02",75.00,2
"2018-11-02",57.00,70
"2018-11-02",57.00,4
"2018-11-02",54.00,60
"2018-11-02",46.00,40
"2018-11-02",44.00,14
"2018-11-02",31.00,30
"2018-11-02",30.00,5
"2018-11-02",29.00,1
"2018-11-02",21.00,6
"2018-11-02",21.00,21
"2018-11-02",13.00,81
"2018-11-02",12.00,15
"2018-11-02",9.00,54
"2018-11-02",9.00,18
"2018-11-02",9.00,3
"2018-11-02",9.00,19
"2018-11-02",8.00,12
"2018-11-02",8.00,67
"2018-11-02",8.00,16
"2018-11-02",7.00,13
"2018-11-02",7.00,78
"2018-11-02",6.00,79
"2018-11-02",5.00,22
"2018-11-02",5.00,80
"2018-11-02",2.00,77
"2018-11-02",2.00,68
"2018-11-02",1.00,72
"2018-11-02",1.00,71
"2018-11-02",1.00,45
"2018-11-03",218.00,38
"2018-11-03",209.00,26
"2018-11-03",182.00,9
"2018-11-03",119.00,56
"2018-11-03",104.00,35
"2018-11-03",103.00,52
"2018-11-03",79.00,39
"2018-11-03",77.00,62
"2018-11-03",66.00,25
"2018-11-03",63.00,1
"2018-11-03",52.00,70
"2018-11-03",51.00,4
"2018-11-03",29.00,17
"2018-11-03",26.00,23
"2018-11-03",19.00,2
"2018-11-03",15.00,54
"2018-11-03",12.00,21
"2018-11-03",12.00,60
"2018-11-03",11.00,79
"2018-11-03",9.00,78
"2018-11-03",7.00,12
"2018-11-03",5.00,19
"2018-11-03",5.00,6
"2018-11-03",4.00,44
"2018-11-03",4.00,30
"2018-11-03",4.00,14
"2018-11-03",2.00,3
"2018-11-03",2.00,81
"2018-11-03",1.00,22
"2018-11-03",1.00,67
"2018-11-03",1.00,40
"2018-11-04",554.00,52
"2018-11-04",549.00,38
"2018-11-04",408.00,9
"2018-11-04",305.00,35
"2018-11-04",275.00,56
"2018-11-04",223.00,39
"2018-11-04",222.00,26
"2018-11-04",216.00,4
"2018-11-04",197.00,62
"2018-11-04",162.00,25
"2018-11-04",139.00,70
"2018-11-04",129.00,1
"2018-11-04",99.00,79
"2018-11-04",86.00,17
"2018-11-04",58.00,78
"2018-11-04",50.00,54
"2018-11-04",50.00,23
"2018-11-04",45.00,30
"2018-11-04",40.00,2
"2018-11-04",36.00,21
"2018-11-04",33.00,14
"2018-11-04",30.00,6
"2018-11-04",27.00,44
"2018-11-04",18.00,67
"2018-11-04",16.00,19
"2018-11-04",13.00,60
"2018-11-04",9.00,3
"2018-11-04",6.00,80
"2018-11-04",6.00,22
"2018-11-04",3.00,73
"2018-11-04",3.00,18
"2018-11-04",3.00,13
"2018-11-04",1.00,68
"2018-11-04",1.00,45
"2018-11-04",1.00,40
"2018-11-04",1.00,37
"2018-11-04",1.00,15
"2018-11-04",1.00,81
"2018-11-04",1.00,77
"2018-11-05",1790.00,26
"2018-11-05",1532.00,9
"2018-11-05",1150.00,25
"2018-11-05",615.00,38
"2018-11-05",509.00,62
"2018-11-05",507.00,35
"2018-11-05",476.00,39
"2018-11-05",431.00,56
"2018-11-05",317.00,23
"2018-11-05",255.00,17
"2018-11-05",244.00,52
"2018-11-05",236.00,2
"2018-11-05",182.00,70
"2018-11-05",176.00,60
"2018-11-05",175.00,4
"2018-11-05",136.00,40
"2018-11-05",130.00,14
"2018-11-05",110.00,1
"2018-11-05",99.00,30
"2018-11-05",94.00,5
"2018-11-05",77.00,6
"2018-11-05",68.00,21
"2018-11-05",52.00,81
"2018-11-05",43.00,15
"2018-11-05",40.00,54
"2018-11-05",39.00,12
"2018-11-05",37.00,18
"2018-11-05",36.00,3
"2018-11-05",35.00,19
"2018-11-05",33.00,78
"2018-11-05",32.00,67
"2018-11-05",30.00,79
"2018-11-05",30.00,16
"2018-11-05",27.00,13
"2018-11-05",24.00,22
"2018-11-05",24.00,80
"2018-11-05",18.00,68
"2018-11-05",13.00,77
"2018-11-05",9.00,73
"2018-11-05",9.00,45
"2018-11-05",6.00,72
"2018-11-05",6.00,37
"2018-11-05",3.00,71
"2018-11-05",3.00,44
"2018-11-05",2.00,76
"2018-11-06",3238.00,9
"2018-11-06",3080.00,26
"2018-11-06",2635.00,25
"2018-11-06",1217.00,38
"2018-11-06",1124.00,39
"2018-11-06",1088.00,62
"2018-11-06",1052.00,56
"2018-11-06",962.00,35
"2018-11-06",563.00,2
"2018-11-06",553.00,70
"2018-11-06",551.00,4
"2018-11-06",472.00,17
"2018-11-06",450.00,23
"2018-11-06",318.00,1
"2018-11-06",298.00,40
"2018-11-06",286.00,14
"2018-11-06",274.00,60
"2018-11-06",267.00,79
"2018-11-06",228.00,21
"2018-11-06",221.00,5
"2018-11-06",210.00,78
"2018-11-06",206.00,30
"2018-11-06",175.00,12
"2018-11-06",164.00,15
"2018-11-06",148.00,19
"2018-11-06",143.00,3
"2018-11-06",135.00,81
"2018-11-06",106.00,16
"2018-11-06",102.00,13
"2018-11-06",99.00,67
"2018-11-06",85.00,54
"2018-11-06",83.00,80
"2018-11-06",76.00,22
"2018-11-06",75.00,6
"2018-11-06",65.00,18
"2018-11-06",60.00,77
"2018-11-06",53.00,68
"2018-11-06",27.00,72
"2018-11-06",25.00,44
"2018-11-06",21.00,73
"2018-11-06",13.00,76
"2018-11-06",9.00,45
"2018-11-06",7.00,37
"2018-11-06",6.00,52
"2018-11-06",3.00,71
"2018-11-07",3212.00,9
"2018-11-07",3053.00,26
"2018-11-07",2575.00,25
"2018-11-07",1183.00,38
"2018-11-07",1122.00,39
"2018-11-07",1090.00,62
"2018-11-07",1012.00,56
"2018-11-07",971.00,35
"2018-11-07",564.00,4
"2018-11-07",547.00,2
"2018-11-07",537.00,70
"2018-11-07",464.00,17
"2018-11-07",443.00,23
"2018-11-07",316.00,1
"2018-11-07",303.00,40
"2018-11-07",279.00,60
"2018-11-07",271.00,14
"2018-11-07",265.00,79
"2018-11-07",231.00,5
"2018-11-07",217.00,21
"2018-11-07",210.00,30
"2018-11-07",197.00,78
"2018-11-07",172.00,12
"2018-11-07",161.00,15
"2018-11-07",144.00,19
"2018-11-07",139.00,3
"2018-11-07",132.00,81
"2018-11-07",106.00,16
"2018-11-07",97.00,67
"2018-11-07",95.00,13
"2018-11-07",82.00,54
"2018-11-07",79.00,6
"2018-11-07",78.00,80
"2018-11-07",70.00,22
"2018-11-07",66.00,18
"2018-11-07",59.00,77
"2018-11-07",55.00,68
"2018-11-07",26.00,72
"2018-11-07",23.00,44
"2018-11-07",19.00,73
"2018-11-07",14.00,76
"2018-11-07",10.00,45
"2018-11-07",9.00,37
"2018-11-07",7.00,52
"2018-11-07",1.00,71
"2018-11-08",1664.00,26
"2018-11-08",1443.00,9
"2018-11-08",1095.00,25
"2018-11-08",594.00,38
"2018-11-08",474.00,35
"2018-11-08",458.00,62
"2018-11-08",438.00,39
"2018-11-08",405.00,56
"2018-11-08",292.00,23
"2018-11-08",231.00,2
"2018-11-08",228.00,17
"2018-11-08",225.00,52
"2018-11-08",174.00,70
"2018-11-08",172.00,4
"2018-11-08",165.00,60
"2018-11-08",126.00,40
"2018-11-08",119.00,14
"2018-11-08",99.00,30
"2018-11-08",95.00,1
"2018-11-08",85.00,5
"2018-11-08",71.00,6
"2018-11-08",70.00,21
"2018-11-08",47.00,81
"2018-11-08",40.00,12
"2018-11-08",39.00,54
"2018-11-08",39.00,15
"2018-11-08",35.00,18
"2018-11-08",34.00,3
"2018-11-08",33.00,78
"2018-11-08",33.00,19
"2018-11-08",31.00,67
"2018-11-08",27.00,16
"2018-11-08",26.00,79
"2018-11-08",25.00,13
"2018-11-08",22.00,80
"2018-11-08",20.00,68
"2018-11-08",19.00,22
"2018-11-08",13.00,77
"2018-11-08",11.00,45
"2018-11-08",6.00,73
"2018-11-08",5.00,37
"2018-11-08",4.00,44
"2018-11-08",3.00,71
"2018-11-08",2.00,76
"2018-11-08",2.00,72
"2018-11-09",1579.00,26
"2018-11-09",1355.00,9
"2018-11-09",1005.00,25
"2018-11-09",538.00,38
"2018-11-09",462.00,35
"2018-11-09",440.00,62
"2018-11-09",432.00,39
"2018-11-09",375.00,56
"2018-11-09",286.00,23
"2018-11-09",214.00,52
"2018-11-09",214.00,17
"2018-11-09",207.00,2
"2018-11-09",165.00,70
"2018-11-09",160.00,60
"2018-11-09",156.00,4
"2018-11-09",123.00,40
"2018-11-09",113.00,14
"2018-11-09",95.00,1
"2018-11-09",93.00,30
"2018-11-09",84.00,5
"2018-11-09",70.00,6
"2018-11-09",64.00,21
"2018-11-09",50.00,81
"2018-11-09",40.00,15
